0,1,0.0,1.0,0.0,0.6666666666666667,0.9533333333333333,1,0.333,1
1,1,1.0,1.0,0.0,0.33333333333333337,0.8727272727272728,5,1.0,1
2,1,0.0,0.9090909090909092,0.0,0.21481480916341145,0.8551515151515151,1,0.25,1
3,1,0.0,0.375,0.0,0.45,0.6071428571428571,1,0.333,1
4,0,0.0,0.3333333333333333,0.0,0.7833333587646485,0.6666666666666666,2,0.25,1
5,1,0.0,0.3125,0.0,0.8375,0.6071428571428571,2,0.667,1
6,1,0.0,0.25,0.0,0.029166667461395263,0.45138888888888884,2,0.333,1
7,1,0.0,0.6,1.0,0.25,0.7545454545454544,1,0.091,1
8,1,0.0,0.6,0.0,0.1666666603088379,0.7818181818181817,2,0.118,1
9,1,0.0,0.9166666666666666,0.0,0.9571428680419922,0.9571428571428572,1,0.5,1
10,1,0.0,0.5625,0.0,0.35,0.85,2,0.286,1
11,0,1.0,1.0,0.0,1.0,1.0,3,0.3,1
12,1,0.0,0.3214285714285714,0.0,0.04285714149475098,0.5273809523809524,1,0.25,1
13,1,0.0,0.41666666666666663,0.0,0.8333333587646484,0.7388888888888889,2,0.4,1
14,1,0.0,0.3125,0.0,0.175,0.5499999999999999,1,0.333,1
15,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
16,0,1.0,1.0,0.0,1.0,1.0,1,0.25,1
17,1,1.0,1.0,0.0,0.5,0.6263736263736264,3,0.75,1
18,0,1.0,1.0,0.0,1.0,1.0,1,0.5,1
19,0,1.0,1.0,0.0,1.0,1.0,1,0.5,1
20,0,1.0,1.0,0.0,1.0,1.0,1,0.167,1
21,0,1.0,1.0,0.0,1.0,1.0,1,0.5,1
22,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
23,0,0.0,0.26666666666666666,0.0,0.3114285755157471,0.43333333333333335,1,0.333,1
24,0,1.0,1.0,0.0,1.0,1.0,1,0.5,1
25,0,1.0,1.0,0.0,1.0,1.0,1,0.2,1
26,1,1.0,1.0,0.0,0.5,0.8769230769230769,1,0.333,1
27,1,0.0,0.8333333333333333,0.0,0.6666666666666667,0.6418546365914787,1,0.5,1
28,1,0.0,0.8333333333333333,0.0,0.727272720336914,0.893048128342246,1,0.5,1
29,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
30,1,0.0,0.21428571428571427,0.0,0.1559523844718933,0.5708994708994709,1,0.333,1
31,0,1.0,1.0,0.0,1.0,1.0,1,0.5,1
32,0,1.0,1.0,0.0,1.0,1.0,1,0.5,1
33,1,0.0,0.8333333333333333,0.0,0.727272720336914,0.893048128342246,1,0.5,1
34,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
35,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
36,0,1.0,1.0,0.0,1.0,1.0,1,0.077,1
37,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
38,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
39,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
40,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
41,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
42,0,1.0,1.0,0.0,1.0,1.0,1,0.5,1
43,0,1.0,1.0,0.0,1.0,1.0,1,0.333,1
44,1,1.0,1.0,0.0,0.27272727966308596,0.8303030303030302,1,0.5,1
45,1,0.0,0.5769230769230769,1.0,0.07142857074737549,0.5238095238095238,1,0.091,1
46,1,0.0,0.6428571428571428,1.0,0.07777777989705403,0.5858585858585859,1,0.2,1
47,1,0.0,0.6428571428571428,1.0,0.05833333333333333,0.6010101010101009,3,1.0,1
48,1,0.0,0.5869565217391304,1.0,0.05,0.5833333333333334,2,1.0,1
49,1,0.0,0.6136363636363636,0.0,0.19333333333333333,0.5157004830917874,5,0.714,1
50,1,0.0,0.34090909090909094,0.0,0.05185185114542643,0.5557960557960558,5,0.556,1
51,1,0.0,0.3333333333333333,0.0,0.5666666793823242,0.75,9,0.6,1
52,1,0.0,0.8529411764705882,0.0,0.21785715103149414,0.847985347985348,1,0.25,1
53,1,1.0,1.0,0.0,0.5,0.8833333333333334,2,0.667,1
54,1,0.0,0.6111111111111112,1.0,0.04166666666666667,0.5793650793650794,1,1.0,1
55,1,1.0,1.0,0.0,0.5,0.8666666666666666,1,1.0,1
56,1,0.0,0.16666666666666666,0.0,0.24,0.49074074074074076,1,1.0,1
57,1,0.0,0.125,0.0,0.09,0.0,1,1.0,1
58,1,0.0,0.16666666666666666,0.0,0.0761904780069987,0.4909090909090909,1,1.0,1
59,1,0.0,0.2,0.0,0.16428571701049804,0.49523809523809526,1,1.0,1
60,1,1.0,1.0,0.0,0.5,0.9111111111111111,1,1.0,1
61,1,0.0,0.5892857142857143,1.0,0.0809523836771647,0.578544061302682,1,1.0,1
62,1,1.0,1.0,1.0,0.14285714149475098,0.7666666666666667,1,1.0,1
63,1,0.0,0.5714285714285714,1.0,0.07142857074737549,0.5222222222222223,1,1.0,1
64,1,0.0,0.6304347826086957,1.0,0.05833333333333333,0.5833333333333334,1,1.0,1
65,1,0.0,0.43333333333333335,0.0,0.5863636398315429,0.6329059829059829,1,1.0,1
66,1,0.0,0.15384615384615385,0.0,0.12666666666666665,0.396011396011396,1,1.0,1
